Product Id,Variant Id,Handle,Title,URL,Body (Html),Vendor,Type,Tags,Published,Option Fulfill Value,Custom Option,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Sku,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / Mpn,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,Seo Title,Seo Description,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost Per Item,Available On Listing Pages,Available On Sitemap Files,Template,Shipping Profile Name,Variant Tag,Facebook Pixel Id,Facebook Access Token,Product Stock Status,Shipping Fee,Base Cost Variant
,,kesh-kanti-herbal-mehandi-nat.-black-t,Kesh Kanti Herbal Mehandi (Nat. Black)-T,," About this item

Patanjali Herbal Mehandi (Henna) is made from goodness of 11 herbs
It naturally conditions and colors the hair
As a conditioner, it strengthens the hair and reduces dandruff
It improves hair growth, reduces hair fall and provides cooling to scalp
Patanjali herbal Mehandi is a product of Ayurvedic herbals like neem, amla, methi seeds
It removes dandruff and enhances the beauty, strength of the hair

Product description

Naturally condition and colour your hair to reveal its innate beauty with Patanjali Herbal Mehandi. This henna pack is enhanced with 11 herbs and enriches the hair, reduces dandruff and strengthens roots. With regular use, the pre-wash conditioner improves hair growth, softens and straightens hair and reduces hair fall. An Ayurvedic product, the cooling herbal conditioner is rich in the extracts of neem, amla and methi seeds. Mehandi�s ability to improve the texture and colour of hair has made it a conditioner of choice for centuries in India. Patanjali Herbal Mehandi stirs in the additional benefits of Ayurveda�s secrets to the mehandi recipe that has traditionally been handed from one generation to the next and gives you hair that is lustrous and dazzles with its natural silkiness. Use once a week or as often required.
",Patanjali,,mehandi,TRUE,,,Size,20 gm,,,,,,74,,,continue,manual,74,74,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,74,TRUE,TRUE,Default,,,,,,,
,,kesh-kanti-herbal-mehandi-dark-brown-t,Kesh Kanti Herbal Mehandi (Dark Brown)-T,," About this item

Patanjali Herbal Mehandi (Henna) is made from goodness of 11 herbs
It naturally conditions and colors the hair
As a conditioner, it strengthens the hair and reduces dandruff
It improves hair growth, reduces hair fall and provides cooling to scalp
Patanjali herbal Mehandi is a product of Ayurvedic herbals like neem, amla, methi seeds
It removes dandruff and enhances the beauty, strength of the hair

Product description

Naturally condition and colour your hair to reveal its innate beauty with Patanjali Herbal Mehandi. This henna pack is enhanced with 11 herbs and enriches the hair, reduces dandruff and strengthens roots. With regular use, the pre-wash conditioner improves hair growth, softens and straightens hair and reduces hair fall. An Ayurvedic product, the cooling herbal conditioner is rich in the extracts of neem, amla and methi seeds. Mehandi�s ability to improve the texture and colour of hair has made it a conditioner of choice for centuries in India. Patanjali Herbal Mehandi stirs in the additional benefits of Ayurveda�s secrets to the mehandi recipe that has traditionally been handed from one generation to the next and gives you hair that is lustrous and dazzles with its natural silkiness. Use once a week or as often required.
",Patanjali,,mehandi,TRUE,,,Size,20 gm,,,,,,75,,,continue,manual,75,75,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,75,TRUE,TRUE,Default,,,,,,,
,,kesh-kanti-herbal-mehandi-nat.-brown-t,Kesh Kanti Herbal Mehandi (Nat. Brown) T,," About this item

Patanjali Herbal Mehandi (Henna) is made from goodness of 11 herbs
It naturally conditions and colors the hair
As a conditioner, it strengthens the hair and reduces dandruff
It improves hair growth, reduces hair fall and provides cooling to scalp
Patanjali herbal Mehandi is a product of Ayurvedic herbals like neem, amla, methi seeds
It removes dandruff and enhances the beauty, strength of the hair

Product description

Naturally condition and colour your hair to reveal its innate beauty with Patanjali Herbal Mehandi. This henna pack is enhanced with 11 herbs and enriches the hair, reduces dandruff and strengthens roots. With regular use, the pre-wash conditioner improves hair growth, softens and straightens hair and reduces hair fall. An Ayurvedic product, the cooling herbal conditioner is rich in the extracts of neem, amla and methi seeds. Mehandi�s ability to improve the texture and colour of hair has made it a conditioner of choice for centuries in India. Patanjali Herbal Mehandi stirs in the additional benefits of Ayurveda�s secrets to the mehandi recipe that has traditionally been handed from one generation to the next and gives you hair that is lustrous and dazzles with its natural silkiness. Use once a week or as often required.
",Patanjali,,mehandi,TRUE,,,Size,20 gm,,,,,,76,,,continue,manual,76,76,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,76,TRUE,TRUE,Default,,,,,,,
,,kesh-kanti-herbal-mehandi-burgundy---t,Kesh Kanti Herbal Mehandi (Burgundy) - T,," About this item

Patanjali Herbal Mehandi (Henna) is made from goodness of 11 herbs
It naturally conditions and colors the hair
As a conditioner, it strengthens the hair and reduces dandruff
It improves hair growth, reduces hair fall and provides cooling to scalp
Patanjali herbal Mehandi is a product of Ayurvedic herbals like neem, amla, methi seeds
It removes dandruff and enhances the beauty, strength of the hair

Product description

Naturally condition and colour your hair to reveal its innate beauty with Patanjali Herbal Mehandi. This henna pack is enhanced with 11 herbs and enriches the hair, reduces dandruff and strengthens roots. With regular use, the pre-wash conditioner improves hair growth, softens and straightens hair and reduces hair fall. An Ayurvedic product, the cooling herbal conditioner is rich in the extracts of neem, amla and methi seeds. Mehandi�s ability to improve the texture and colour of hair has made it a conditioner of choice for centuries in India. Patanjali Herbal Mehandi stirs in the additional benefits of Ayurveda�s secrets to the mehandi recipe that has traditionally been handed from one generation to the next and gives you hair that is lustrous and dazzles with its natural silkiness. Use once a week or as often required.
",Patanjali,,mehandi,TRUE,,,Size,20 gm,,,,,,77,,,continue,manual,77,77,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,77,TRUE,TRUE,Default,,,,,,,
,,k.k.-color-dark-brown-cream-&-dev-t,K.K. Color Dark Brown (Cream & Dev)-T,," About this item

Patanjali Herbal Mehandi (Henna) is made from goodness of 11 herbs
It naturally conditions and colors the hair
As a conditioner, it strengthens the hair and reduces dandruff
It improves hair growth, reduces hair fall and provides cooling to scalp
Patanjali herbal Mehandi is a product of Ayurvedic herbals like neem, amla, methi seeds
It removes dandruff and enhances the beauty, strength of the hair

Product description

Naturally condition and colour your hair to reveal its innate beauty with Patanjali Herbal Mehandi. This henna pack is enhanced with 11 herbs and enriches the hair, reduces dandruff and strengthens roots. With regular use, the pre-wash conditioner improves hair growth, softens and straightens hair and reduces hair fall. An Ayurvedic product, the cooling herbal conditioner is rich in the extracts of neem, amla and methi seeds. Mehandi�s ability to improve the texture and colour of hair has made it a conditioner of choice for centuries in India. Patanjali Herbal Mehandi stirs in the additional benefits of Ayurveda�s secrets to the mehandi recipe that has traditionally been handed from one generation to the next and gives you hair that is lustrous and dazzles with its natural silkiness. Use once a week or as often required.
",Patanjali,,mehandi,TRUE,,,Size,40 gm,,,,,,78,,,continue,manual,78,78,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,78,TRUE,TRUE,Default,,,,,,,
,,k.k.-color-natural-black-cream-&-dev-t,K.K. Color Natural Black (Cream & Dev)-T,," About this item

Patanjali Herbal Mehandi (Henna) is made from goodness of 11 herbs
It naturally conditions and colors the hair
As a conditioner, it strengthens the hair and reduces dandruff
It improves hair growth, reduces hair fall and provides cooling to scalp
Patanjali herbal Mehandi is a product of Ayurvedic herbals like neem, amla, methi seeds
It removes dandruff and enhances the beauty, strength of the hair

Product description

Naturally condition and colour your hair to reveal its innate beauty with Patanjali Herbal Mehandi. This henna pack is enhanced with 11 herbs and enriches the hair, reduces dandruff and strengthens roots. With regular use, the pre-wash conditioner improves hair growth, softens and straightens hair and reduces hair fall. An Ayurvedic product, the cooling herbal conditioner is rich in the extracts of neem, amla and methi seeds. Mehandi�s ability to improve the texture and colour of hair has made it a conditioner of choice for centuries in India. Patanjali Herbal Mehandi stirs in the additional benefits of Ayurveda�s secrets to the mehandi recipe that has traditionally been handed from one generation to the next and gives you hair that is lustrous and dazzles with its natural silkiness. Use once a week or as often required.
",Patanjali,,mehandi,TRUE,,,Size,40 gm,,,,,,79,,,continue,manual,79,79,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,79,TRUE,TRUE,Default,,,,,,,
,,herbal-mehandi,Herbal Mehandi,," About this item

Patanjali Herbal Mehandi (Henna) is made from goodness of 11 herbs
It naturally conditions and colors the hair
As a conditioner, it strengthens the hair and reduces dandruff
It improves hair growth, reduces hair fall and provides cooling to scalp
Patanjali herbal Mehandi is a product of Ayurvedic herbals like neem, amla, methi seeds
It removes dandruff and enhances the beauty, strength of the hair

Product description

Naturally condition and colour your hair to reveal its innate beauty with Patanjali Herbal Mehandi. This henna pack is enhanced with 11 herbs and enriches the hair, reduces dandruff and strengthens roots. With regular use, the pre-wash conditioner improves hair growth, softens and straightens hair and reduces hair fall. An Ayurvedic product, the cooling herbal conditioner is rich in the extracts of neem, amla and methi seeds. Mehandi�s ability to improve the texture and colour of hair has made it a conditioner of choice for centuries in India. Patanjali Herbal Mehandi stirs in the additional benefits of Ayurveda�s secrets to the mehandi recipe that has traditionally been handed from one generation to the next and gives you hair that is lustrous and dazzles with its natural silkiness. Use once a week or as often required.
",Patanjali,,mehandi,TRUE,,,Size,100 gm,,,,,,80,,,continue,manual,80,80,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,80,TRUE,TRUE,Default,,,,,,,
,,patanjali-kesh-kanti-hair-cleanser-anti-dandruff-,Patanjali Kesh Kanti Hair Cleanser (Anti-Dandruff)-,,"About this item

Patanjali Kesh Kanti Hair Cleanser Shampoo - Anti-Dandruff
Suitable Hair Colour All Hair Colors
Active Ingredients Eucalyptus

",Patanjali,,"shampoo, best-selling",TRUE,,,Size,200 ml,,,,,,81,,,continue,manual,81,81,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,81,TRUE,TRUE,Default,,,,,,,
,,patanjali-kesh-kanti-shikakai-hair-cleanser,Patanjali Kesh Kanti Shikakai Hair Cleanser,https://www.amazon.in/dp/B00XJOUVEE," About this item

Kesh Kanti Shikakai removes dryness and softens rough hair with natural herbs
Cleanse the hair and scalp of oiliness, grime and environmental toxins
Shikakai cleanser works to reduce hair fall
Improves shine restoring bounce and natural health

Product description

Patanjali kesh kanti shikakai shampoo is a herbal hair shampoo or cleanser. It nourishes the hair and enhances hair glow.
",Patanjali,,"shampoo, best-selling",TRUE,,,Size,200 ml,,,,,,82,,,continue,manual,82,82,true,TRUE,,https://m.media-amazon.com/images/G/31/apparel/rcxgs/tile._CB483369979_.gif,1,,,,,,,,,,,,,,,,,,,lb,,82,TRUE,TRUE,Default,,,,,,,
,,patanjali-kesh-kanti-aloevera-hair-cleanser,Patanjali Kesh Kanti Aloevera Hair Cleanser,https://www.amazon.in/dp/B01D4ZYRTW," About this item

Reduces hair fall
Improves hair glow
Suitable For: All Hair Types
Ingredients: Aloe veera
 
Product description

Patanjali Kesh Kanti Aloe Vera Hair Cleanser is packed with the cleansing and restoring properties of Aloe vera, combined with a variety of nourishing herbs. The extracts of the Aloe plant calm affected scalps and moisturize dry and damaged hair. Tulsi, turmeric, reetha, and amla are natural disinfectants, cleansers and moisturizers that regenerate dehydrated hair and bring limp hair to life. Shikakai softens and brings out the natural radiance of hair stalks, making your hair look healthy and lustrous the natural way. Use as often required to keep hair protected and clean from the weather and environmental damage.
",Patanjali,,"shampoo, best-selling",TRUE,,,Size,200 ml,,,,,,83,,,continue,manual,83,83,true,TRUE,,https://m.media-amazon.com/images/G/31/apparel/rcxgs/tile._CB483369979_.gif,1,,,,,,,,,,,,,,,,,,,lb,,83,TRUE,TRUE,Default,,,,,,,
,,patanjali-kesh-kanti-dandruff-care-shampoo,Patanjali Kesh Kanti Dandruff Care Shampoo,https://www.amazon.in/dp/B00K6856MI,"About this item 

This gives beauty to the hairs, treating dryness and dandruffs
Bhrigraj, myrtle (mahendi), acadia concinna (shikakai) and emblic myrobalan (aola), give new strength to the hairs. Soap nut (ritha), margosa (neem), Indian valerian (tagar), esculent fiacurtia (bakuchi) and turmeric, fights with the insecticides and are effective disinfectants, particularly in the root of hairs
Aloe vera, aola and kesh kanti stops hair loss and hair turning grey and keeps up shinning
Usage: Apply liberally to wet hair and work lather through strands, from scalp to ends. Rinse well with water. 

Product description

Kesh Kanti Anti Dandruff Shampoo gives you a deeply cleansing action that acts on the dirt contained in the scalp and reduces the dandruff to a great extent. It also leaves you with glossy and healthy looking hair thanks to its nourishing properties and elements.
",Patanjali,,"shampoo, best-selling",TRUE,,,Size,200 ml,,,,,,84,,,continue,manual,84,84,true,TRUE,,https://m.media-amazon.com/images/G/31/apparel/rcxgs/tile._CB483369979_.gif,1,,,,,,,,,,,,,,,,,,,lb,,84,TRUE,TRUE,Default,,,,,,,
,,patanjali-kesh-kanti-lustrous-volume-shampoo,Patanjali Kesh Kanti Lustrous Volume Shampoo,,,Patanjali,,"shampoo, best-selling",TRUE,,,Size,200 ml,,,,,,85,,,continue,manual,85,85,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,85,TRUE,TRUE,Default,,,,,,,
,,patanjali-kesh-kanti-damage-control-shampoo,Patanjali Kesh Kanti Damage Control Shampoo,,,Patanjali,,"shampoo, best-selling",TRUE,,,Size,200 ml,,,,,,86,,,continue,manual,86,86,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,86,TRUE,TRUE,Default,,,,,,,
,,patanjali-kesh-kanti-almond-hair-oil,Patanjali Kesh Kanti Almond Hair Oil,,,Patanjali,,hair-oil,TRUE,,,Size,100 ml,,,,,,87,,,continue,manual,87,87,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,87,TRUE,TRUE,Default,,,,,,,
,,Patanjali-kesh-kanti-amla-hair-oil,Patanjali Kesh Kanti Amla Hair Oil,,,Patanjali,,hair-oil,TRUE,,,Size,100 ml,,,,,,88,,,continue,manual,88,88,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,88,TRUE,TRUE,Default,,,,,,,
,,patanjali-coconut-oil-bottle,Patanjali Coconut Oil ( Bottle ),,,Patanjali,,coconut-oil,TRUE,,,Size,200 ml,,,,,,89,,,continue,manual,89,89,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,89,TRUE,TRUE,Default,,,,,,,
,,patanjali-coconut-oil-jar,Patanjali Coconut Oil (Jar),,,Patanjali,,coconut-oil,TRUE,,,Size,200 ml,,,,,,90,,,continue,manual,90,90,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,90,TRUE,TRUE,Default,,,,,,,
,,coconut-oil---500-ml-j,Coconut Oil - 500 Ml (J),,,Patanjali,,coconut-oil,TRUE,,,Size,500 ml,,,,,,91,,,continue,manual,91,91,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,91,TRUE,TRUE,Default,,,,,,,
,,patanjali-herbal-kajal,Patanjali Herbal Kajal,,,Patanjali,,kajal,TRUE,,,Size,3 gm,,,,,,92,,,continue,manual,92,92,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,92,TRUE,TRUE,Default,,,,,,,
,,patanjali-dant-kanti-junior-dental-cream,Patanjali Dant Kanti Junior Dental Cream,,,Patanjali,,"toothpaste, best-selling",TRUE,,,Size,100 gm,,,,,,93,,,continue,manual,93,93,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,93,TRUE,TRUE,Default,,,,,,,
,,patanjali-dant-kanti-natural-power-toothpaste,Patanjali Dant Kanti Natural Power Toothpaste ,,,Patanjali,,"toothpaste, best-selling",TRUE,,,Size,150 gm,,,,,,94,,,continue,manual,94,94,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,94,TRUE,TRUE,Default,,,,,,,
,,patanjali-dant-kanti-advance-power-toothpaste,Patanjali Dant Kanti Advance Power Toothpaste ,,,Patanjali,,"toothpaste, best-selling",TRUE,,,Size,150 gm,,,,,,95,,,continue,manual,95,95,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,95,TRUE,TRUE,Default,,,,,,,
,,patanjali-dant-kanti-red-power-toothpaste,Patanjali Dant Kanti Red Power Toothpaste ,,,Patanjali,,"toothpaste, best-selling",TRUE,,,Size,150 gm,,,,,,96,,,continue,manual,96,96,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,96,TRUE,TRUE,Default,,,,,,,
,,patanjali-dant-kanti-aloe-power-gel-toothpaste,Patanjali Dant Kanti Aloe Power Gel Toothpaste ,,,Patanjali,,"toothpaste, best-selling",TRUE,,,Size,150 gm,,,,,,97,,,continue,manual,97,97,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,97,TRUE,TRUE,Default,,,,,,,
,,patanjali-dant-kanti-fresh-power-gel-toothpaste,Patanjali Dant Kanti Fresh Power Gel Toothpaste ,,,Patanjali,,"toothpaste, best-selling",TRUE,,,Size,150 gm,,,,,,98,,,continue,manual,98,98,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,98,TRUE,TRUE,Default,,,,,,,
,,patanjali-dant-kanti-sensitive-gel-toothpaste,Patanjali Dant Kanti Sensitive Gel Toothpaste ,,,Patanjali,,"toothpaste, best-selling",TRUE,,,Size,150 gm,,,,,,99,,,continue,manual,99,99,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,99,TRUE,TRUE,Default,,,,,,,
,,patanjali-atta-noodles-chatpata,Patanjali Atta Noodles Chatpata,,,Patanjali,,"noodles, best-selling",TRUE,,,Size,240 gm,,,,,,100,,,continue,manual,100,100,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,100,TRUE,TRUE,Default,,,,,,,
,,patanjali-atta-noodles-classic,Patanjali Atta Noodles Classic,,,Patanjali,,"noodles, best-selling",TRUE,,,Size,240 gm,,,,,,101,,,continue,manual,101,101,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,101,TRUE,TRUE,Default,,,,,,,
,,jeera-cookies-200g,Jeera Cookies 200G,https://www.patanjaliayurved.net/product/natural-food-products/biscuits-and-cookies/patanjali-jeera-cookies/1569,"Patanjali Jeera Cookies are made from the cumin/jeera seeds. Patanjali Jeera Cookies very crunchy and it is not only a tasty snack, but they are very good for your digestion and health. It can be taken as a tasty snack for your tea time.

Benefits
Good for your digestion and health.
0% Maida.
More fiber. 
Easy to digest.

Ingredients
Wheat flour(Atta-48.09%), 
Hydrogenated vegetable Oils (Bakery shortening{Palm oil, Palm Kernel oil, Till oil)},
Sugar,
Milk,
Solids, 
Liquid Glucose, 
Invert sugar syrup,
Cumin seed (0.73 %), 
Iodized salt, 
Nature identical flavouring substances,
Raising agents [INS 500(ii), INS 503(ii)], 
Emulsifier (INS 322 (i)), 
Acidity regulator (INS 330)

How to use
Ready to serve.

Other Product Info
Best before-6 months from manufacturing date.

",Patanjali,,biscuit,TRUE,,,Size,200 gm,,,,,,102,,,continue,manual,102,102,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x500/1665823259400x500.jpg,1,,,,,,,,,,,,,,,,,,,lb,,102,TRUE,TRUE,Default,,,,,,,
,,nariyal-cookies-200-gm,Nariyal Cookies 200 Gm ,https://www.patanjaliayurved.net/product/natural-food-products/biscuits-and-cookies/patanjali-nariyal-cookies/3266,"Patanjali nariyal cookies are made from the nariyal or coconut. It is very crunchy and tasty. Patanjali nariyal cookies are very good for your digestion and health. It can be taken as a tasty snack for your tea time.


Benefits
Ready to eat.
Crunchy and tasty.
Healthy.

Ingredients
Wheat Flour (Atta- 48.09%),
Sugar, 
Hydrogenated vegetable oil {Bakery shortening (Palm oil, Palm kernel oil, sesame oil)},
Edible Vegetable oil (Palm, Till), 
Invert Sugar Syrup, 
Coconut Powder (6.41%), 
Milk solids,
Iodized Salt, 
Nature identical & artificial flavouring substances (Coconut & vanilla),
Acidity regulator(INS) 330)

How to use
Ready to serve.

Other Product Info
Best before-6 months from manufacturing date.
",Patanjali,,biscuit,TRUE,,,Size,200 gm,,,,,,103,,,continue,manual,103,103,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x500/1665824241400x500.jpg,1,,,,,,,,,,,,,,,,,,,lb,,103,TRUE,TRUE,Default,,,,,,,
